category_id,category_name,subcategory,parent_category_id,platform
FCAT-0327,Books & Media,Subcategory 27,FCAT-0301,Flipkart
FCAT-0328,Books & Media,Subcategory 28,FCAT-0301,Flipkart
FCAT-0329,Books & Media,Subcategory 29,FCAT-0301,Flipkart
FCAT-0330,Books & Media,Subcategory 30,FCAT-0301,Flipkart
FCAT-0331,Books & Media,Subcategory 31,FCAT-0301,Flipkart
FCAT-0332,Books & Media,Subcategory 32,FCAT-0301,Flipkart
FCAT-0333,Books & Media,Subcategory 33,FCAT-0301,Flipkart
FCAT-0334,Books & Media,Subcategory 34,FCAT-0301,Flipkart
FCAT-0335,Books & Media,Subcategory 35,FCAT-0301,Flipkart
FCAT-0336,Books & Media,Subcategory 36,FCAT-0301,Flipkart
FCAT-0337,Books & Media,Subcategory 37,FCAT-0301,Flipkart
FCAT-0338,Books & Media,Subcategory 38,FCAT-0301,Flipkart
FCAT-0339,Books & Media,Subcategory 39,FCAT-0301,Flipkart
FCAT-0340,Books & Media,Subcategory 40,FCAT-0301,Flipkart
FCAT-0341,Books & Media,Subcategory 41,FCAT-0301,Flipkart
FCAT-0342,Books & Media,Subcategory 42,FCAT-0301,Flipkart
FCAT-0343,Books & Media,Subcategory 43,FCAT-0301,Flipkart
FCAT-0344,Books & Media,Subcategory 44,FCAT-0301,Flipkart
FCAT-0345,Books & Media,Subcategory 45,FCAT-0301,Flipkart
FCAT-0346,Books & Media,Subcategory 46,FCAT-0301,Flipkart
FCAT-0347,Books & Media,Subcategory 47,FCAT-0301,Flipkart
FCAT-0348,Books & Media,Subcategory 48,FCAT-0301,Flipkart
FCAT-0349,Books & Media,Subcategory 49,FCAT-0301,Flipkart
FCAT-0350,Books & Media,Subcategory 50,FCAT-0351,Flipkart
FCAT-0351,Toys & Baby,Subcategory 1,,Flipkart
FCAT-0352,Toys & Baby,Subcategory 2,FCAT-0351,Flipkart
FCAT-0353,Toys & Baby,Subcategory 3,FCAT-0351,Flipkart
FCAT-0354,Toys & Baby,Subcategory 4,FCAT-0351,Flipkart
FCAT-0355,Toys & Baby,Subcategory 5,FCAT-0351,Flipkart
FCAT-0356,Toys & Baby,Subcategory 6,FCAT-0351,Flipkart
FCAT-0357,Toys & Baby,Subcategory 7,FCAT-0351,Flipkart
FCAT-0358,Toys & Baby,Subcategory 8,FCAT-0351,Flipkart
FCAT-0359,Toys & Baby,Subcategory 9,FCAT-0351,Flipkart
FCAT-0360,Toys & Baby,Subcategory 10,FCAT-0351,Flipkart
FCAT-0361,Toys & Baby,Subcategory 11,FCAT-0351,Flipkart
FCAT-0362,Toys & Baby,Subcategory 12,FCAT-0351,Flipkart
FCAT-0363,Toys & Baby,Subcategory 13,FCAT-0351,Flipkart
FCAT-0364,Toys & Baby,Subcategory 14,FCAT-0351,Flipkart
FCAT-0365,Toys & Baby,Subcategory 15,FCAT-0351,Flipkart
FCAT-0366,Toys & Baby,Subcategory 16,FCAT-0351,Flipkart
FCAT-0367,Toys & Baby,Subcategory 17,FCAT-0351,Flipkart
FCAT-0368,Toys & Baby,Subcategory 18,FCAT-0351,Flipkart
FCAT-0369,Toys & Baby,Subcategory 19,FCAT-0351,Flipkart
FCAT-0370,Toys & Baby,Subcategory 20,FCAT-0351,Flipkart
FCAT-0371,Toys & Baby,Subcategory 21,FCAT-0351,Flipkart
FCAT-0372,Toys & Baby,Subcategory 22,FCAT-0351,Flipkart
FCAT-0373,Toys & Baby,Subcategory 23,FCAT-0351,Flipkart
FCAT-0374,Toys & Baby,Subcategory 24,FCAT-0351,Flipkart
FCAT-0375,Toys & Baby,Subcategory 25,FCAT-0351,Flipkart
FCAT-0376,Toys & Baby,Subcategory 26,FCAT-0351,Flipkart
FCAT-0377,Toys & Baby,Subcategory 27,FCAT-0351,Flipkart
FCAT-0378,Toys & Baby,Subcategory 28,FCAT-0351,Flipkart
FCAT-0379,Toys & Baby,Subcategory 29,FCAT-0351,Flipkart
FCAT-0380,Toys & Baby,Subcategory 30,FCAT-0351,Flipkart
FCAT-0381,Toys & Baby,Subcategory 31,FCAT-0351,Flipkart
FCAT-0382,Toys & Baby,Subcategory 32,FCAT-0351,Flipkart
FCAT-0383,Toys & Baby,Subcategory 33,FCAT-0351,Flipkart
FCAT-0384,Toys & Baby,Subcategory 34,FCAT-0351,Flipkart
FCAT-0385,Toys & Baby,Subcategory 35,FCAT-0351,Flipkart
FCAT-0386,Toys & Baby,Subcategory 36,FCAT-0351,Flipkart
FCAT-0387,Toys & Baby,Subcategory 37,FCAT-0351,Flipkart
FCAT-0388,Toys & Baby,Subcategory 38,FCAT-0351,Flipkart
FCAT-0389,Toys & Baby,Subcategory 39,FCAT-0351,Flipkart
FCAT-0390,Toys & Baby,Subcategory 40,FCAT-0351,Flipkart
FCAT-0391,Toys & Baby,Subcategory 41,FCAT-0351,Flipkart
FCAT-0392,Toys & Baby,Subcategory 42,FCAT-0351,Flipkart
FCAT-0393,Toys & Baby,Subcategory 43,FCAT-0351,Flipkart
FCAT-0394,Toys & Baby,Subcategory 44,FCAT-0351,Flipkart
FCAT-0395,Toys & Baby,Subcategory 45,FCAT-0351,Flipkart
FCAT-0396,Toys & Baby,Subcategory 46,FCAT-0351,Flipkart
FCAT-0397,Toys & Baby,Subcategory 47,FCAT-0351,Flipkart
FCAT-0398,Toys & Baby,Subcategory 48,FCAT-0351,Flipkart
FCAT-0399,Toys & Baby,Subcategory 49,FCAT-0351,Flipkart
FCAT-0400,Toys & Baby,Subcategory 50,FCAT-0401,Flipkart
FCAT-0401,Auto Accessories,Subcategory 1,,Flipkart
FCAT-0402,Auto Accessories,Subcategory 2,FCAT-0401,Flipkart
FCAT-0403,Auto Accessories,Subcategory 3,FCAT-0401,Flipkart
FCAT-0404,Auto Accessories,Subcategory 4,FCAT-0401,Flipkart
FCAT-0405,Auto Accessories,Subcategory 5,FCAT-0401,Flipkart
FCAT-0406,Auto Accessories,Subcategory 6,FCAT-0401,Flipkart
FCAT-0407,Auto Accessories,Subcategory 7,FCAT-0401,Flipkart
FCAT-0408,Auto Accessories,Subcategory 8,FCAT-0401,Flipkart
FCAT-0409,Auto Accessories,Subcategory 9,FCAT-0401,Flipkart
FCAT-0410,Auto Accessories,Subcategory 10,FCAT-0401,Flipkart
FCAT-0411,Auto Accessories,Subcategory 11,FCAT-0401,Flipkart
FCAT-0412,Auto Accessories,Subcategory 12,FCAT-0401,Flipkart
FCAT-0413,Auto Accessories,Subcategory 13,FCAT-0401,Flipkart
FCAT-0414,Auto Accessories,Subcategory 14,FCAT-0401,Flipkart
FCAT-0415,Auto Accessories,Subcategory 15,FCAT-0401,Flipkart
FCAT-0416,Auto Accessories,Subcategory 16,FCAT-0401,Flipkart
FCAT-0417,Auto Accessories,Subcategory 17,FCAT-0401,Flipkart
FCAT-0418,Auto Accessories,Subcategory 18,FCAT-0401,Flipkart
FCAT-0419,Auto Accessories,Subcategory 19,FCAT-0401,Flipkart
FCAT-0420,Auto Accessories,Subcategory 20,FCAT-0401,Flipkart
FCAT-0421,Auto Accessories,Subcategory 21,FCAT-0401,Flipkart
FCAT-0422,Auto Accessories,Subcategory 22,FCAT-0401,Flipkart
FCAT-0423,Auto Accessories,Subcategory 23,FCAT-0401,Flipkart
FCAT-0424,Auto Accessories,Subcategory 24,FCAT-0401,Flipkart
FCAT-0425,Auto Accessories,Subcategory 25,FCAT-0401,Flipkart
FCAT-0426,Auto Accessories,Subcategory 26,FCAT-0401,Flipkart
FCAT-0427,Auto Accessories,Subcategory 27,FCAT-0401,Flipkart
FCAT-0428,Auto Accessories,Subcategory 28,FCAT-0401,Flipkart
FCAT-0429,Auto Accessories,Subcategory 29,FCAT-0401,Flipkart
FCAT-0430,Auto Accessories,Subcategory 30,FCAT-0401,Flipkart
FCAT-0431,Auto Accessories,Subcategory 31,FCAT-0401,Flipkart
FCAT-0432,Auto Accessories,Subcategory 32,FCAT-0401,Flipkart
FCAT-0433,Auto Accessories,Subcategory 33,FCAT-0401,Flipkart
FCAT-0434,Auto Accessories,Subcategory 34,FCAT-0401,Flipkart
FCAT-0435,Auto Accessories,Subcategory 35,FCAT-0401,Flipkart
FCAT-0436,Auto Accessories,Subcategory 36,FCAT-0401,Flipkart
FCAT-0437,Auto Accessories,Subcategory 37,FCAT-0401,Flipkart
FCAT-0438,Auto Accessories,Subcategory 38,FCAT-0401,Flipkart
FCAT-0439,Auto Accessories,Subcategory 39,FCAT-0401,Flipkart
FCAT-0440,Auto Accessories,Subcategory 40,FCAT-0401,Flipkart
FCAT-0441,Auto Accessories,Subcategory 41,FCAT-0401,Flipkart
FCAT-0442,Auto Accessories,Subcategory 42,FCAT-0401,Flipkart
FCAT-0443,Auto Accessories,Subcategory 43,FCAT-0401,Flipkart
FCAT-0444,Auto Accessories,Subcategory 44,FCAT-0401,Flipkart
FCAT-0445,Auto Accessories,Subcategory 45,FCAT-0401,Flipkart
FCAT-0446,Auto Accessories,Subcategory 46,FCAT-0401,Flipkart
FCAT-0447,Auto Accessories,Subcategory 47,FCAT-0401,Flipkart
FCAT-0448,Auto Accessories,Subcategory 48,FCAT-0401,Flipkart
FCAT-0449,Auto Accessories,Subcategory 49,FCAT-0401,Flipkart
FCAT-0450,Auto Accessories,Subcategory 50,FCAT-0451,Flipkart
FCAT-0451,Grocery,Subcategory 1,,Flipkart
FCAT-0452,Grocery,Subcategory 2,FCAT-0451,Flipkart
FCAT-0453,Grocery,Subcategory 3,FCAT-0451,Flipkart
FCAT-0454,Grocery,Subcategory 4,FCAT-0451,Flipkart
FCAT-0455,Grocery,Subcategory 5,FCAT-0451,Flipkart
FCAT-0456,Grocery,Subcategory 6,FCAT-0451,Flipkart
FCAT-0457,Grocery,Subcategory 7,FCAT-0451,Flipkart
FCAT-0458,Grocery,Subcategory 8,FCAT-0451,Flipkart
FCAT-0459,Grocery,Subcategory 9,FCAT-0451,Flipkart
FCAT-0460,Grocery,Subcategory 10,FCAT-0451,Flipkart
FCAT-0461,Grocery,Subcategory 11,FCAT-0451,Flipkart
FCAT-0462,Grocery,Subcategory 12,FCAT-0451,Flipkart
FCAT-0463,Grocery,Subcategory 13,FCAT-0451,Flipkart
FCAT-0464,Grocery,Subcategory 14,FCAT-0451,Flipkart
FCAT-0465,Grocery,Subcategory 15,FCAT-0451,Flipkart
FCAT-0466,Grocery,Subcategory 16,FCAT-0451,Flipkart
FCAT-0467,Grocery,Subcategory 17,FCAT-0451,Flipkart
FCAT-0468,Grocery,Subcategory 18,FCAT-0451,Flipkart
FCAT-0469,Grocery,Subcategory 19,FCAT-0451,Flipkart
FCAT-0470,Grocery,Subcategory 20,FCAT-0451,Flipkart
FCAT-0471,Grocery,Subcategory 21,FCAT-0451,Flipkart
FCAT-0472,Grocery,Subcategory 22,FCAT-0451,Flipkart
FCAT-0473,Grocery,Subcategory 23,FCAT-0451,Flipkart
FCAT-0474,Grocery,Subcategory 24,FCAT-0451,Flipkart
FCAT-0475,Grocery,Subcategory 25,FCAT-0451,Flipkart
FCAT-0476,Grocery,Subcategory 26,FCAT-0451,Flipkart
FCAT-0477,Grocery,Subcategory 27,FCAT-0451,Flipkart
FCAT-0478,Grocery,Subcategory 28,FCAT-0451,Flipkart
FCAT-0479,Grocery,Subcategory 29,FCAT-0451,Flipkart
FCAT-0480,Grocery,Subcategory 30,FCAT-0451,Flipkart
FCAT-0481,Grocery,Subcategory 31,FCAT-0451,Flipkart
FCAT-0482,Grocery,Subcategory 32,FCAT-0451,Flipkart
FCAT-0483,Grocery,Subcategory 33,FCAT-0451,Flipkart
FCAT-0484,Grocery,Subcategory 34,FCAT-0451,Flipkart
FCAT-0485,Grocery,Subcategory 35,FCAT-0451,Flipkart
FCAT-0486,Grocery,Subcategory 36,FCAT-0451,Flipkart
FCAT-0487,Grocery,Subcategory 37,FCAT-0451,Flipkart
FCAT-0488,Grocery,Subcategory 38,FCAT-0451,Flipkart
FCAT-0489,Grocery,Subcategory 39,FCAT-0451,Flipkart
FCAT-0490,Grocery,Subcategory 40,FCAT-0451,Flipkart
FCAT-0491,Grocery,Subcategory 41,FCAT-0451,Flipkart
FCAT-0492,Grocery,Subcategory 42,FCAT-0451,Flipkart
FCAT-0493,Grocery,Subcategory 43,FCAT-0451,Flipkart
FCAT-0494,Grocery,Subcategory 44,FCAT-0451,Flipkart
FCAT-0495,Grocery,Subcategory 45,FCAT-0451,Flipkart
FCAT-0496,Grocery,Subcategory 46,FCAT-0451,Flipkart
FCAT-0497,Grocery,Subcategory 47,FCAT-0451,Flipkart
FCAT-0498,Grocery,Subcategory 48,FCAT-0451,Flipkart
FCAT-0499,Grocery,Subcategory 49,FCAT-0451,Flipkart
FCAT-0500,Grocery,Subcategory 50,FCAT-0501,Flipkart
